apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
scrappycoco.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,29,0.2.0-draft,2026-08-04
scraps.kitchen,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
scraptik.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,16,0.2.0-draft,2026-08-04
scratchrun.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
screenshot-pdf-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
screenshotink.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
screenshotscout.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
scribe-mail.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,pass,mcp-server-card-json,modern,34,0.2.0-draft,2026-08-04
scriptivox.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,26,0.2.0-draft,2026-08-04
scrutica.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-bare|mcp-server-card-json,,17,0.2.0-draft,2026-08-04
scvd.store,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,legacy,19,0.2.0-draft,2026-08-04
sealsecurity.io,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,modern,22,0.2.0-draft,2026-08-04
seanwinslow.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
seaotter.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
search1api.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
searchapi.io,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,25,0.2.0-draft,2026-08-04
searchcode.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
searchconsole.ai,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
searchfragments.com,1,45,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,fail,mcp-json,,14,0.2.0-draft,2026-08-04
searchshop.ai,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,27,0.2.0-draft,2026-08-04
searchstack.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
seatcanvas.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,25,0.2.0-draft,2026-08-04
seatswiper.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
seaweb.tech,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
seaworthy.io,1,95,Agent-ready,,pass,fail,pass,pass,pass,pass,pass,pass,fail,ai-catalog|mcp-server-card-json,modern,21,0.2.0-draft,2026-08-04
sec-filings-mcp-1065601264332.us-central1.run.app,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-json,,27,0.2.0-draft,2026-08-04
secantoutreach.com,1,0,Absent,,fail,fail,fail,error,skip,skip,skip,fail,fail,,,22,0.2.0-draft,2026-08-04
secapi.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
secdim.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
secondbrainbridge.vercel.app,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
secondeyesai.com,1,80,Connectable,,pass,fail,fail,fail,pass,pass,fail,pass,fail,mcp-json|mcp-server-card-json,legacy,18,0.2.0-draft,2026-08-04
secondopinionx402.com,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-json,legacy,19,0.2.0-draft,2026-08-04
secretcarousel.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
sectora.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
security-orchestra-orchestrator.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,51,0.2.0-draft,2026-08-04
seedba.se,1,85,Connectable,,pass,fail,pass,fail,pass,pass,pass,fail,fail,mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
seedfa.st,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
seekon.me,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,26,0.2.0-draft,2026-08-04
seekrit.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
seenthis.kr,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,27,0.2.0-draft,2026-08-04
seerxo.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,modern,31,0.2.0-draft,2026-08-04
seespectral.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
seishorei-wakarukun.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
sekichi.fly.dev,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
selbyventurecap.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
seldonframe.com,1,80,Connectable,,pass,fail,fail,pass,pass,fail,skip,pass,fail,mcp-server-card-json,modern,32,0.2.0-draft,2026-08-04
selectic.ai,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
selis.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
selis.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,21,0.2.0-draft,2026-08-04
seliseblocks.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
sellag.vercel.app,1,15,Text-only,,skip,fail,fail,skip,skip,skip,skip,pass,pass,,,19,0.2.0-draft,2026-08-04
selloracle.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
seltz.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
selvo.co,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
sema-lang.com,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,ai-catalog,,20,0.2.0-draft,2026-08-04
sematryx.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
semidata.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
semilattice.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,skip,fail,,,19,0.2.0-draft,2026-08-04
semiotic-mcp-server-481507046413.us-west1.run.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
send16.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
sendable.me,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,38,0.2.0-draft,2026-08-04
senderkit.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,26,0.2.0-draft,2026-08-04
senders.ai,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
sendfast.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
sendhey.app,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,17,0.2.0-draft,2026-08-04
sendifai.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,25,0.2.0-draft,2026-08-04
sendinel.ai,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
sendmux.ai,1,80,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,fail,mcp-server-card-json,modern,23,0.2.0-draft,2026-08-04
sendpageapp.com,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,18,0.2.0-draft,2026-08-04
sendpulse.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
sendquotenow.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
sendthisfax.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,35,0.2.0-draft,2026-08-04
sendyouragent.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
seneschal.space,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
senpi-agent.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
sense2.com.au,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,pass,mcp-json,legacy,21,0.2.0-draft,2026-08-04
sentedge.ai,1,75,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,pass,,legacy,31,0.2.0-draft,2026-08-04
sentimatix-mcp.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
sentiment-analyzer-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
sentiment-trail-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
sentinelscan-cloud-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
sentinelsignal.io,1,85,Connectable,,fail,fail,pass,pass,pass,pass,pass,fail,fail,,legacy,23,0.2.0-draft,2026-08-04
sentinelx.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
sentisense.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
sentrysurface.io,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,18,0.2.0-draft,2026-08-04
sentvia.ai,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
senzii.com,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
senzing.com,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,18,0.2.0-draft,2026-08-04
seo-analyzer-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
seo-ghost-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
seoapi.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
seob5285.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
seocrawl.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
seodesignlab.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
seoforgpt.io,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,27,0.2.0-draft,2026-08-04
seogrep.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
seosa.ink,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
seqbench.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
sequel.consulting,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,18,0.2.0-draft,2026-08-04
sequentum.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,29,0.2.0-draft,2026-08-04
sequenzy.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,26,0.2.0-draft,2026-08-04
serac.cloud,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,39,0.2.0-draft,2026-08-04
seranking.com,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
serff.ai,1,85,Connectable,,fail,fail,pass,pass,pass,pass,pass,fail,fail,,legacy,28,0.2.0-draft,2026-08-04
serp-agent.com,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,31,0.2.0-draft,2026-08-04
serpapi.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
serpdive.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,20,0.2.0-draft,2026-08-04
serpent.cloud,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
serpjet.io,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,43,0.2.0-draft,2026-08-04
serpmantics.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
serpstat.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,19,0.2.0-draft,2026-08-04
serpzilla.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,21,0.2.0-draft,2026-08-04
server4agent.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,29,0.2.0-draft,2026-08-04
servercardtrust.space,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-server-card-json,modern,17,0.2.0-draft,2026-08-04
serverless-db-oracle-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
servicebricks.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
servicegraph.co,1,10,Text-only,,skip,fail,fail,skip,skip,skip,skip,pass,fail,,,7,0.2.0-draft,2026-08-04
servicepal.cloud,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
servicialo.com,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,mcp-json,,24,0.2.0-draft,2026-08-04
servonaut.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,21,0.2.0-draft,2026-08-04
sessionkeeper.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,22,0.2.0-draft,2026-08-04
sessy.do,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
setfork.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
setip.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
setix.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
setix.dev,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-server-serra|mcp-server-card-json,legacy,25,0.2.0-draft,2026-08-04
settlemesh.io,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,28,0.2.0-draft,2026-08-04
settro.net,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,23,0.2.0-draft,2026-08-04
seu.pet,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,13,0.2.0-draft,2026-08-04
sevalla.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
sexai.dev,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
sftunes.com,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,22,0.2.0-draft,2026-08-04
sgdata.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
sgpdirectory.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,20,0.2.0-draft,2026-08-04
sgpropertydata.com,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,ai-catalog,,15,0.2.0-draft,2026-08-04
shade.inc,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
shakespeare-monologues.org,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,35,0.2.0-draft,2026-08-04
shamra-academia.com,1,75,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,pass,,modern,26,0.2.0-draft,2026-08-04
shaozhengkun.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
shardlink-control-plane-6phhkg3f2q-ts.a.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
sharebench.ai,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,legacy,21,0.2.0-draft,2026-08-04
sharemypage.app,1,45,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,fail,mcp-server-card-json,,17,0.2.0-draft,2026-08-04
sharksalesinfo-blip.github.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
shawndurrani.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
sheetbest.com,1,30,Text-only,,fail,fail,pass,fail,fail,skip,skip,pass,fail,,,20,0.2.0-draft,2026-08-04
sheetsdata.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
sherweb.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
shibui.finance,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,21,0.2.0-draft,2026-08-04
shieldz.cash,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,20,0.2.0-draft,2026-08-04
shiflowai.cloud,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
shiftinbits.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
shiftyasan.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
shimonkolodny.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
shineup.digital,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,25,0.2.0-draft,2026-08-04
shingou.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
shinobidata.com,1,40,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,pass,,,20,0.2.0-draft,2026-08-04
ship24.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
shipbook.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,36,0.2.0-draft,2026-08-04
shipdapp.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,16,0.2.0-draft,2026-08-04
shipeasy.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
shiplight.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,26,0.2.0-draft,2026-08-04
shiply.now,1,80,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,fail,mcp-json,legacy,21,0.2.0-draft,2026-08-04
shipmail.to,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
shipmycar.co.uk,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,35,0.2.0-draft,2026-08-04
shippingrates.org,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,22,0.2.0-draft,2026-08-04
shippo.com,1,70,Connectable,,fail,fail,pass,pass,pass,fail,skip,fail,fail,,modern,21,0.2.0-draft,2026-08-04
shippp.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
shipstatic.com,1,85,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,pass,mcp-json,legacy,34,0.2.0-draft,2026-08-04
shipswift.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,21,0.2.0-draft,2026-08-04
shirabe.dev,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,20,0.2.0-draft,2026-08-04
shizu.me,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
shodai.network,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,server-card-endpoint-relative|mcp-json|mcp-server-card-json,legacy,22,0.2.0-draft,2026-08-04
shonanfarm.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
shopfront.cloud,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
shopfront.se,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
shopgraph.dev,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,22,0.2.0-draft,2026-08-04
shopmcp.net,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,27,0.2.0-draft,2026-08-04
shoptera.ai,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,17,0.2.0-draft,2026-08-04
shortcutsbridge.vercel.app,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
shortgenius.com,1,45,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,19,0.2.0-draft,2026-08-04
shortlist-mcp.vercel.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
shortsmonkey.com,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,modern,34,0.2.0-draft,2026-08-04
shorttext.com,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,fail,mcp-json,legacy,18,0.2.0-draft,2026-08-04
shotbot.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
shots.run,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,13,0.2.0-draft,2026-08-04
showmeonmap.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,13,0.2.0-draft,2026-08-04
showmestepbystep.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,28,0.2.0-draft,2026-08-04
shyn.day,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
sibfly.com,1,85,Connectable,,pass,fail,fail,pass,pass,pass,fail,pass,pass,mcp-bare,legacy,18,0.2.0-draft,2026-08-04
siccodes.co.uk,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,38,0.2.0-draft,2026-08-04
sidai.live,1,40,Discoverable,,pass,fail,fail,pass,skip,skip,skip,fail,pass,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
sidecardata.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
sidislab.com,1,40,Discoverable,,pass,fail,fail,pass,skip,skip,skip,fail,pass,mcp-server-card-json,,14,0.2.0-draft,2026-08-04
sidneybissoli.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
siftdex.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
sifting.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
sig.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
sigit.si,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,13,0.2.0-draft,2026-08-04
siglume.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,24,0.2.0-draft,2026-08-04
sigma-gate-864996675261.us-central1.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,51,0.2.0-draft,2026-08-04
signado.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
signal8.ai,1,85,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,pass,,modern,21,0.2.0-draft,2026-08-04
signaldaemon.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
