apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
0.space,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,23,0.2.0-draft,2026-08-04
0523.tw,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,23,0.2.0-draft,2026-08-04
0latency.ai,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,fail,mcp-server-card-json,,34,0.2.0-draft,2026-08-04
0nmcp.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-json,,27,0.2.0-draft,2026-08-04
0xarchive.io,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,ai-catalog|mcp-server-card-json,modern,25,0.2.0-draft,2026-08-04
0xdirectping.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,26,0.2.0-draft,2026-08-04
0xhumans-mcp-proxy.vercel.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,31,0.2.0-draft,2026-08-04
1001locals.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
100hires.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
101soundboards.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
1145.am,1,40,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,pass,mcp-json,,15,0.2.0-draft,2026-08-04
11agents.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
123elec.com,1,70,Connectable,,pass,fail,fail,fail,pass,fail,skip,fail,fail,mcp-json,legacy,35,0.2.0-draft,2026-08-04
1325.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
13flow.eu,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,20,0.2.0-draft,2026-08-04
1clickreport.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,29,0.2.0-draft,2026-08-04
1inch.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
1social.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
1stdibs.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,35,0.2.0-draft,2026-08-04
2022.cat,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,18,0.2.0-draft,2026-08-04
21st.dev,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,20,0.2.0-draft,2026-08-04
2c08-27-4-120-4.ngrok-free.app,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,50,0.2.0-draft,2026-08-04
2oapi.xyz,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
2ools.app,1,10,Text-only,,skip,fail,fail,skip,skip,skip,skip,pass,fail,,,5,0.2.0-draft,2026-08-04
3ceng.cn,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
3d-meshweaver-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
3doptix.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
3dpack.ing,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
3dstreet.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
3keys.world,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
3tg.dev,1,45,Discoverable,,fail,pass,fail,fail,skip,skip,skip,pass,fail,,,22,0.2.0-draft,2026-08-04
402.bot,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,18,0.2.0-draft,2026-08-04
402.coffee,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
402oracle.com,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,legacy,20,0.2.0-draft,2026-08-04
448c.org,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,33,0.2.0-draft,2026-08-04
4bots.net,1,35,Discoverable,,pass,fail,fail,fail,fail,skip,skip,fail,fail,mcp-json,,26,0.2.0-draft,2026-08-04
4fetch.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,20,0.2.0-draft,2026-08-04
52choujiang.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
530amodel.com,1,80,Connectable,,pass,fail,fail,fail,pass,pass,fail,pass,fail,mcp-json,legacy,22,0.2.0-draft,2026-08-04
558686.xyz,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,30,0.2.0-draft,2026-08-04
5arz.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
5pu357jdkqc3qynzkjvu3okgqy0ncsiy.lambda-url.us-east-1.on.aws,1,70,Connectable,,fail,fail,pass,fail,pass,pass,fail,fail,fail,,legacy,33,0.2.0-draft,2026-08-04
636865636b73756d.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,5,0.2.0-draft,2026-08-04
68cxgfyr0.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,8,0.2.0-draft,2026-08-04
6ducklearn.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,19,0.2.0-draft,2026-08-04
70ug3hqb29.execute-api.us-east-1.amazonaws.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
787daily.com,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,modern,23,0.2.0-draft,2026-08-04
7qc1f4ft9d.execute-api.us-west-2.amazonaws.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
80l.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
869biz.com,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,5,0.2.0-draft,2026-08-04
8p5dmrjzl1.execute-api.eu-north-1.amazonaws.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
911fund.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
91eaaf4b-0a31-4f81-971a-86dc09a31986-00-2a9kujnvh541f-mwardvi0.kirk.replit.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
a0985344368.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,8,0.2.0-draft,2026-08-04
a1.gallery,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
a11ychk.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,26,0.2.0-draft,2026-08-04
a2a-artifact-handoff.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
a2a2p.com,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,modern,19,0.2.0-draft,2026-08-04
a2abench-mcp-remote-405318049509.us-central1.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,50,0.2.0-draft,2026-08-04
a2abench-mcp.web.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
a2ainfrastructure.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
a2awire.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,15,0.2.0-draft,2026-08-04
a2ax.fly.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,37,0.2.0-draft,2026-08-04
a2me.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
a3eecosystem.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,14,0.2.0-draft,2026-08-04
aaif.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
aapl.se,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
aarna.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,34,0.2.0-draft,2026-08-04
aatos.dev,1,85,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,pass,mcp-json,legacy,32,0.2.0-draft,2026-08-04
abbyseo.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,35,0.2.0-draft,2026-08-04
abdominal.in,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
abhijitjavelin.github.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ablakarajanlat.hu,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
ablakunio.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,38,0.2.0-draft,2026-08-04
abm.dev,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
abmeter.ai,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,legacy,21,0.2.0-draft,2026-08-04
abundanceapis.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
abyssfallgame.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
academic-intel-mcp-production.up.railway.app,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,39,0.2.0-draft,2026-08-04
accountingqb.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
accrue.cc,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json,,14,0.2.0-draft,2026-08-04
accruedev.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
accurecord.io,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,modern,20,0.2.0-draft,2026-08-04
aceadvising.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,24,0.2.0-draft,2026-08-04
acerank.in,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
achillesalpha.onrender.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,27,0.2.0-draft,2026-08-04
achriom.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,21,0.2.0-draft,2026-08-04
acjlabs.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
acjlabs.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
aclimacao.sampa.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,21,0.2.0-draft,2026-08-04
acopio.dev,1,80,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,fail,mcp-server-card-json,modern,19,0.2.0-draft,2026-08-04
acornonaut.app,1,40,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,pass,mcp-json,,15,0.2.0-draft,2026-08-04
acprompt.com,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
acquislaw.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
actablesite.com,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,pass,pass,pass,mcp-json|mcp-server-card-json,legacy,18,0.2.0-draft,2026-08-04
actimate.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
actimateai.io,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,4,0.2.0-draft,2026-08-04
actiongate.xyz,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,21,0.2.0-draft,2026-08-04
actionlayer.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
activated-ai.ru,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
activatedai.ru,1,95,Agent-ready,,fail,fail,pass,pass,pass,pass,pass,pass,fail,,modern,22,0.2.0-draft,2026-08-04
actuallycare.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
actvt.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
acuris-geo.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,28,0.2.0-draft,2026-08-04
ad-sniper-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
ad-spend-auditor-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
adadvisor.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
adaptika.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,15,0.2.0-draft,2026-08-04
adbloop.com,1,75,Connectable,,fail,fail,pass,pass,pass,pass,fail,fail,pass,,modern,22,0.2.0-draft,2026-08-04
adbutler.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,18,0.2.0-draft,2026-08-04
adcritter.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,19,0.2.0-draft,2026-08-04
adcrunch.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
address-validator-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
addresstozip.jp,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
adeu.ai,1,50,Discoverable,,fail,pass,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
adextract.co,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
adgentek.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
adkit.so,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,16,0.2.0-draft,2026-08-04
admaxxer.com,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,12,0.2.0-draft,2026-08-04
admit-coach.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,13,0.2.0-draft,2026-08-04
admitbase.com,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json,,14,0.2.0-draft,2026-08-04
adologyai.com,1,80,Connectable,,fail,fail,pass,pass,pass,fail,skip,pass,fail,,modern,22,0.2.0-draft,2026-08-04
adopte-un-conteneur.fr,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
adramp.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
adrianczuczka.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,13,0.2.0-draft,2026-08-04
adrkit.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
adsagent.org,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,skip,fail,fail,,,17,0.2.0-draft,2026-08-04
adside.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,26,0.2.0-draft,2026-08-04
adspirer.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,24,0.2.0-draft,2026-08-04
adtao.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
adufloridainfo.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,27,0.2.0-draft,2026-08-04
advalorem.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,14,0.2.0-draft,2026-08-04
advisorfinder.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
advocatemcp.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
adweave.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
adwhispr.com,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
adwhiz.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,28,0.2.0-draft,2026-08-04
aegis-policy-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
aegisgov-contracts.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
aeml-x402.zeabur.app,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
aeoess.com,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-json,,21,0.2.0-draft,2026-08-04
aeotool.io,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
aerware.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
aerynw.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
aethereum.dev,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,skip,pass,pass,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
aetheris-mcp.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
aetherwealth.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,17,0.2.0-draft,2026-08-04
aevia.cloud,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
aevumsecurity.com.sg,1,80,Connectable,,pass,fail,fail,fail,pass,fail,skip,pass,fail,mcp-json,legacy,20,0.2.0-draft,2026-08-04
aex402.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,17,0.2.0-draft,2026-08-04
afbudsrejser.dk,1,95,Agent-ready,,fail,fail,pass,fail,pass,pass,pass,pass,fail,,legacy,30,0.2.0-draft,2026-08-04
afdinstitute.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,18,0.2.0-draft,2026-08-04
affogata.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
afmr.ai,1,85,Connectable,,pass,fail,fail,fail,pass,pass,fail,pass,pass,mcp-json,legacy,18,0.2.0-draft,2026-08-04
africanmarketos.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,,14,0.2.0-draft,2026-08-04
afriref.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
afterlaunch.io,1,50,Discoverable,,pass,fail,fail,pass,skip,skip,skip,pass,pass,mcp-json,,13,0.2.0-draft,2026-08-04
aftership.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,30,0.2.0-draft,2026-08-04
agenda.rio.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,21,0.2.0-draft,2026-08-04
agenda.sampa.br,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,21,0.2.0-draft,2026-08-04
agent-api-production-169b.up.railway.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,28,0.2.0-draft,2026-08-04
agent-commerce-guard.vercel.app,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
agent-data-platform.onrender.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,fail,,legacy,32,0.2.0-draft,2026-08-04
agent-factory-gateway-production.up.railway.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,skip,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
agent-guild-5d5r.onrender.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,27,0.2.0-draft,2026-08-04
agent-handoff-production-573c.up.railway.app,1,85,Connectable,,fail,fail,pass,fail,pass,pass,pass,fail,fail,,legacy,32,0.2.0-draft,2026-08-04
agent-hub-henna.vercel.app,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,32,0.2.0-draft,2026-08-04
agent-infra.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
agent-memory-api.vercel.app,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
agent-memory-production-6506.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agent-module.dev,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-json,legacy,20,0.2.0-draft,2026-08-04
agent-phone-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agent-pulse-seven.vercel.app,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-server-card-json,legacy,32,0.2.0-draft,2026-08-04
agent-ready.dev,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,skip,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,,21,0.2.0-draft,2026-08-04
agent-rescue-desk.netlify.app,1,80,Connectable,,pass,fail,pass,fail,pass,fail,skip,pass,fail,mcp-json,legacy,32,0.2.0-draft,2026-08-04
agent-rescue.vercel.app,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,26,0.2.0-draft,2026-08-04
agent-router.org,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,25,0.2.0-draft,2026-08-04
agent-services-seven.vercel.app,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-server-card-json,,27,0.2.0-draft,2026-08-04
agent-signal-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agent-svg-registry.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agent-teller-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agent-tools.cloud,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,skip,fail,fail,mcp-json,,14,0.2.0-draft,2026-08-04
agent-tune.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,mcp-server-card-json,legacy,19,0.2.0-draft,2026-08-04
agent-vending-factory-3srpjtr7na-ew.a.run.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agent4.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,22,0.2.0-draft,2026-08-04
agent402.tools,1,85,Connectable,,fail,fail,pass,fail,pass,fail,skip,pass,pass,,legacy,19,0.2.0-draft,2026-08-04
agentaegis-mcp-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,27,0.2.0-draft,2026-08-04
agentage.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,16,0.2.0-draft,2026-08-04
agentanalytics.sh,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,17,0.2.0-draft,2026-08-04
agentarena.site,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,pass,mcp-server-card-json,,13,0.2.0-draft,2026-08-04
agentbase.tools,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,20,0.2.0-draft,2026-08-04
agentbazaar.tech,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,skip,pass,fail,mcp-json,,14,0.2.0-draft,2026-08-04
agentberg.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,skip,fail,fail,,,14,0.2.0-draft,2026-08-04
agentblueprint.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,6,0.2.0-draft,2026-08-04
agentbooks.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,skip,fail,fail,,,3,0.2.0-draft,2026-08-04
agentbrush.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,15,0.2.0-draft,2026-08-04
agentbuilders.app,1,5,Text-only,,fail,fail,fail,fail,skip,skip,skip,fail,pass,,,17,0.2.0-draft,2026-08-04
agentcard.sh,1,85,Connectable,,pass,fail,pass,pass,pass,fail,skip,pass,pass,mcp-server-card-json,modern,32,0.2.0-draft,2026-08-04
agentcat.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,14,0.2.0-draft,2026-08-04
agentcat.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,fail,,,16,0.2.0-draft,2026-08-04
agentcentral.to,1,15,Text-only,,fail,fail,fail,fail,skip,skip,skip,pass,pass,,,15,0.2.0-draft,2026-08-04
