apex,assessed,score,band,unassessed_reason,D1,D2,D3,D4,D5,D6,D7,C1,Q1,F1,F2,candidates_responded,protocol_era,requests,methodology_version,candidates_version
agentberg.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
agentblueprint.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
agentbooks.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
agentbrush.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,16,0.4.0,2026-08-07
agentbuilders.app,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,18,0.4.0,2026-08-07
agentcard.sh,1,85,Connectable,,pass,fail,pass,pass,pass,fail,fail,skip,skip,pass,pass,mcp-server-card-json,modern,34,0.4.0,2026-08-07
agentcat.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agentcat.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
agentcentral.to,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
agentcommunity.org,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,ai-catalog|mcp-json|mcp-bare|mcp-server-card-json,modern,20,0.4.0,2026-08-07
agentcouch.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
agentcrush.xyz,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-json,,15,0.4.0,2026-08-07
agentdata-api.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,15,0.4.0,2026-08-07
agentdata-liquidity-exit-cost.onrender.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,29,0.4.0,2026-08-07
agentdatum.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,ai-catalog|mcp-json|mcp-server-card-json,legacy,20,0.4.0,2026-08-07
agentdeals-production.up.railway.app,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,,28,0.4.0,2026-08-07
agentdeals.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-bare|mcp-server-card-json,,15,0.4.0,2026-08-07
agentdemand.network,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
agentdevx-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agentdilemma.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
agentdm.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,16,0.4.0,2026-08-07
agentdocs.eu,1,85,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,pass,,modern,18,0.4.0,2026-08-07
agentdomain.cloud,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,46,0.4.0,2026-08-07
agentdomainsearch.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,30,0.4.0,2026-08-07
agentdrive.run,1,80,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,fail,,modern,31,0.4.0,2026-08-07
agentdrive.sh,1,90,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,fail,pass,,legacy,28,0.4.0,2026-08-07
agentegalicia.com,1,80,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,fail,mcp-server-card-json,legacy,20,0.4.0,2026-08-07
agentery.com,1,35,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,fail,fail,mcp-json|mcp-server-card-json,,15,0.4.0,2026-08-07
agentexchange.work,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agentfeeds.jp,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,5,0.4.0,2026-08-07
agentfilings.com,1,0,Absent,,skip,fail,fail,skip,skip,skip,skip,skip,skip,skip,fail,,,4,0.4.0,2026-08-07
agentflow.watch,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
agentforge-taupe.vercel.app,1,20,Text-only,,fail,fail,pass,fail,fail,skip,fail,skip,skip,fail,fail,,,36,0.4.0,2026-08-07
agentfulfyl.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,pass,,legacy,20,0.4.0,2026-08-07
agentfund.net,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
agentgauge.ai,1,85,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,pass,mcp-json|mcp-server-card-json,legacy,39,0.4.0,2026-08-07
agentgrade.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json|mcp-server-card-json,,14,0.4.0,2026-08-07
agentic-ads-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agentic-ads.onrender.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,54,0.4.0,2026-08-07
agentic-ai-production-e711.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agentic-firmenbuch.at,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,44,0.4.0,2026-08-07
agentic-mermaid.dev,1,95,Agent-ready,,pass,fail,pass,fail,pass,pass,pass,pass,pass,pass,fail,ai-catalog|mcp-json,modern,19,0.4.0,2026-08-07
agentic-news.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
agentic-prompt.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agentic-security-shield-mcp-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agentic.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agenticaffiliate.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
agenticbi.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
agenticcontrolplane.com,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,pass,,legacy,24,0.4.0,2026-08-07
agenticemail.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,18,0.4.0,2026-08-07
agenticfabricationnetwork.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agenticfeed.ai,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,pass,,legacy,20,0.4.0,2026-08-07
agenticmemory.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,17,0.4.0,2026-08-07
agenticpaywall.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agenticrail.nz,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,16,0.4.0,2026-08-07
agenticshelf.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,30,0.4.0,2026-08-07
agenticsubstrate.org,1,85,Connectable,,pass,fail,pass,fail,pass,pass,fail,fail,fail,pass,pass,ai-catalog|mcp-json,legacy,20,0.4.0,2026-08-07
agenticterminal.ai,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
agentictotem.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json|mcp-bare,,19,0.4.0,2026-08-07
agentictrade.io,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-json,,17,0.4.0,2026-08-07
agentline.cloud,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,15,0.4.0,2026-08-07
agentlock.net,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
agentlookups.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,28,0.4.0,2026-08-07
agentlore.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agentlux.ai,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,14,0.4.0,2026-08-07
agently.dev,1,85,Connectable,,fail,fail,pass,pass,pass,fail,fail,skip,skip,pass,pass,,modern,22,0.4.0,2026-08-07
agentmail.to,1,85,Connectable,,pass,fail,pass,pass,pass,fail,fail,skip,skip,pass,pass,mcp-server-card-json,modern,36,0.4.0,2026-08-07
agentmemory.space,1,80,Connectable,,pass,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,mcp-server-card-json,modern,25,0.4.0,2026-08-07
agentmetal.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,16,0.4.0,2026-08-07
agentmuseum.org,1,85,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,fail,pass,pass,mcp-json,legacy,20,0.4.0,2026-08-07
agentndx-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agentnet-api.onrender.com,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,mcp-json,,28,0.4.0,2026-08-07
agentnx.ai,1,40,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,fail,pass,mcp-json,,21,0.4.0,2026-08-07
agentopskit.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
agentorist.com,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-json,,16,0.4.0,2026-08-07
agentpapers.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,18,0.4.0,2026-08-07
agentpay.so,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,16,0.4.0,2026-08-07
agentpays.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
agentphone.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,19,0.4.0,2026-08-07
agentphone.to,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
agentplaybooks.ai,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
agentpmt.com,1,80,Connectable,,pass,fail,fail,pass,pass,fail,fail,skip,skip,pass,fail,mcp-json|mcp-bare|mcp-server-card-json,modern,40,0.4.0,2026-08-07
agentq.id,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
agentramp.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,19,0.4.0,2026-08-07
agentrank.info,1,15,Text-only,,fail,fail,fail,fail,skip,skip,error,skip,skip,pass,pass,,,19,0.4.0,2026-08-07
agentrapay.ai,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,pass,,legacy,22,0.4.0,2026-08-07
agentready.it.com,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-json,,29,0.4.0,2026-08-07
agentready.market,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,ai-catalog|mcp-server-card-json,,27,0.4.0,2026-08-07
agentready.me,1,45,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,fail,mcp-json,,29,0.4.0,2026-08-07
agentreputation.dev,1,85,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,pass,,legacy,20,0.4.0,2026-08-07
agentrider.vercel.app,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,33,0.4.0,2026-08-07
agentry.com,1,80,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,pass,fail,mcp-json,legacy,22,0.4.0,2026-08-07
agentsandswarms.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,30,0.4.0,2026-08-07
agentsbase.net,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,ai-catalog|mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,,14,0.4.0,2026-08-07
agentsconsultants.com,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,4,0.4.0,2026-08-07
agentsearch-mcp.vercel.app,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,legacy,33,0.4.0,2026-08-07
agentsec-mcp.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,6,0.4.0,2026-08-07
agentseo.dev,1,85,Connectable,,pass,fail,fail,fail,pass,fail,pass,skip,skip,pass,pass,mcp-json|mcp-server-card-json,modern,31,0.4.0,2026-08-07
agentservices.to,1,100,Agent-ready,,pass,pass,pass,fail,pass,pass,fail,pass,pass,pass,pass,ai-catalog|mcp-json|mcp-bare|mcp-server-card-json,modern,20,0.4.0,2026-08-07
agentshare.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,15,0.4.0,2026-08-07
agentsim.dev,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,pass,skip,skip,pass,fail,mcp-server-card-json,,18,0.4.0,2026-08-07
agentskit.io,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,28,0.4.0,2026-08-07
agentsprice.com,1,80,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,pass,fail,mcp-server-serra|mcp-json|mcp-bare|mcp-server-card-json,legacy,19,0.4.0,2026-08-07
agentstamp.org,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,15,0.4.0,2026-08-07
agentswitchboard.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,14,0.4.0,2026-08-07
agenttoll.dev,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,14,0.4.0,2026-08-07
agenttool.dev,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
agenttrust.ai,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,modern,19,0.4.0,2026-08-07
agentutil.net,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
agentutility.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,19,0.4.0,2026-08-07
agentview.de,1,45,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,15,0.4.0,2026-08-07
agentwork.so,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,17,0.4.0,2026-08-07
agenty.im,1,80,Connectable,,pass,fail,pass,fail,pass,pass,fail,pass,fail,pass,fail,mcp-json,legacy,20,0.4.0,2026-08-07
agentzon.xyz,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
agialpha.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
agile-sprint-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
agilitycms.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
agishub.com,1,85,Connectable,,fail,fail,pass,fail,pass,pass,fail,skip,pass,fail,fail,,legacy,22,0.4.0,2026-08-07
agkit.cloud,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,25,0.4.0,2026-08-07
agnic.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,32,0.4.0,2026-08-07
agnigateway.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-json|mcp-server-card-json,,17,0.4.0,2026-08-07
agoclnqfyinwjxdmjnns.supabase.co,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
agora402.fly.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
agoragentic.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,16,0.4.0,2026-08-07
agrus.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
agundur.de,1,95,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,fail,mcp-json,legacy,36,0.4.0,2026-08-07
ahel.io,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
ahmadsl.workers.dev,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
ai-advisors.ai,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,27,0.4.0,2026-08-07
ai-akari.ai,1,85,Connectable,,pass,fail,fail,fail,pass,pass,fail,pass,fail,pass,pass,mcp-json|mcp-server-card-json,legacy,19,0.4.0,2026-08-07
ai-automation-operating-pack.vercel.app,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,33,0.4.0,2026-08-07
ai-elevation.azurewebsites.net,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
ai-erd.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
ai-fleet-cards-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
ai-furniture-hub.onrender.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-serra|mcp-json|mcp-server-card-json,,28,0.4.0,2026-08-07
ai-gaoqian.xyz,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
ai-gist.com,1,35,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
ai-humanizer-mcp.vercel.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
ai-know.me,1,70,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,fail,,modern,32,0.4.0,2026-08-07
ai-law-tracker.com,1,80,Connectable,,pass,fail,pass,fail,pass,fail,fail,pass,skip,pass,fail,server-card-endpoint-relative|mcp-server-card-json,legacy,20,0.4.0,2026-08-07
ai-portal.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,27,0.4.0,2026-08-07
ai-rete-rag.com,1,70,Connectable,,pass,fail,fail,fail,pass,fail,fail,fail,skip,fail,fail,mcp-server-card-json,legacy,24,0.4.0,2026-08-07
ai-rook.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
ai-success-story-20f19ed7769b.herokuapp.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,41,0.4.0,2026-08-07
ai-summarizer-x402-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
ai-visibility-index.dev,1,85,Connectable,,pass,fail,fail,fail,pass,pass,fail,skip,pass,fail,fail,mcp-json,legacy,39,0.4.0,2026-08-07
ai-visibility-scanner-production.up.railway.app,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,28,0.4.0,2026-08-07
ai-visionary.xyz,1,80,Connectable,,pass,fail,fail,fail,pass,fail,fail,pass,skip,pass,fail,mcp-json,legacy,18,0.4.0,2026-08-07
ai.church,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
ai.moda,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
ai.tv,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
ai2fin.com,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
aiaam.xyz,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,15,0.4.0,2026-08-07
aiactradar.com,1,30,Text-only,,fail,fail,pass,fail,fail,skip,fail,skip,skip,pass,fail,,,22,0.4.0,2026-08-07
aiagentsbay.com,1,35,Discoverable,,pass,fail,fail,pass,skip,skip,fail,skip,skip,fail,fail,mcp-json,,15,0.4.0,2026-08-07
aiakiv.com,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,30,0.4.0,2026-08-07
aiapplyd.com,1,100,Agent-ready,,fail,fail,pass,pass,pass,pass,fail,skip,pass,pass,pass,,legacy,23,0.4.0,2026-08-07
aibooma.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,30,0.4.0,2026-08-07
aibvf.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,31,0.4.0,2026-08-07
aic0rt3x.dev,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,37,0.4.0,2026-08-07
aicandidatehub.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,15,0.4.0,2026-08-07
aicatalog.com.ua,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,pass,skip,skip,fail,fail,mcp-server-card-json,,22,0.4.0,2026-08-07
aicomglobal.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,20,0.4.0,2026-08-07
aicomglobal.onrender.com,1,80,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,pass,fail,,legacy,33,0.4.0,2026-08-07
aicommander.dev,1,50,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,pass,,,15,0.4.0,2026-08-07
aiconduit.app,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,18,0.4.0,2026-08-07
aidatanorge.no,1,75,Connectable,,fail,fail,pass,fail,pass,fail,fail,skip,skip,fail,pass,,legacy,24,0.4.0,2026-08-07
aidc-ai.io,1,10,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,,,23,0.4.0,2026-08-07
aidelly.ai,1,15,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,,,30,0.4.0,2026-08-07
aidemos.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,pass,,legacy,22,0.4.0,2026-08-07
aidesignblueprint.com,1,85,Connectable,,pass,fail,fail,pass,pass,fail,fail,pass,skip,pass,pass,mcp-bare|mcp-server-card-json,legacy,20,0.4.0,2026-08-07
aidevboard.com,1,100,Agent-ready,,pass,fail,pass,fail,pass,pass,fail,pass,pass,pass,pass,mcp-json,legacy,20,0.4.0,2026-08-07
aidoos.com,1,100,Agent-ready,,pass,fail,fail,fail,pass,pass,fail,pass,pass,pass,pass,mcp-server-card-json,legacy,27,0.4.0,2026-08-07
aiegis.ie,1,50,Discoverable,,pass,fail,fail,fail,fail,skip,fail,skip,skip,pass,pass,mcp-json,,18,0.4.0,2026-08-07
aient.ai,1,45,Discoverable,,fail,fail,fail,pass,skip,skip,fail,skip,skip,pass,fail,,,17,0.4.0,2026-08-07
aiframework.com.au,1,35,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,mcp-bare|mcp-server-card-json,,15,0.4.0,2026-08-07
aigramx.com,1,50,Discoverable,,pass,fail,fail,pass,fail,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,15,0.4.0,2026-08-07
aihomedesign.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,18,0.4.0,2026-08-07
aiinfradecoded.com,1,5,Text-only,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,pass,,,16,0.4.0,2026-08-07
aiinterviewagents.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,29,0.4.0,2026-08-07
aikstockdata.com,1,100,Agent-ready,,fail,fail,pass,fail,pass,pass,fail,skip,pass,pass,pass,,legacy,23,0.4.0,2026-08-07
ailabra.org,1,0,Absent,,error,fail,fail,error,skip,skip,error,skip,skip,fail,fail,,,3,0.4.0,2026-08-07
aim-journal.com,1,10,Text-only,,skip,fail,fail,skip,skip,skip,fail,skip,skip,pass,fail,,,8,0.4.0,2026-08-07
aimnis.com,1,45,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,fail,mcp-server-card-json,,15,0.4.0,2026-08-07
aindex-ai.com,1,0,Absent,,fail,fail,fail,fail,skip,skip,fail,skip,skip,fail,fail,,,16,0.4.0,2026-08-07
aineedhelpfromotherai.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-server-card-json,,14,0.4.0,2026-08-07
ainetcafe.com,1,50,Discoverable,,pass,fail,fail,fail,skip,skip,fail,skip,skip,pass,pass,mcp-json,,17,0.4.0,2026-08-07
